,clust,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
3012,0,California,9199.539814,No,Extended,College,11/1/2011,Unemployed,F,0,Suburban,Divorced,80.0,10,11,0.0,2.0,Personal Auto,Personal L2,Offer1,Branch,572.8475490000001,Four-Door Car,Medsize
3013,2,Arizona,8060.161693999999,No,Basic,High School or Below,3/1/2011,Employed,M,23671,Suburban,Divorced,69.0,32,45,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,331.2,Four-Door Car,Medsize
3014,2,Arizona,6686.128629,No,Extended,High School or Below,4/2/2011,Employed,M,22244,Rural,Married,84.0,6,59,0.0,8.5,Personal Auto,Personal L3,Offer3,Web,114.81589299999999,Four-Door Car,Medsize
3015,0,Washington,4709.52218,No,Basic,High School or Below,12/2/2011,Unemployed,F,0,Suburban,Single,66.0,17,29,0.0,3.0,Personal Auto,Personal L1,Offer1,Agent,470.57611900000006,Four-Door Car,Small
3016,3,Arizona,2685.425957,No,Basic,High School or Below,8/1/2011,Employed,M,75329,Rural,Married,67.0,15,17,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Branch,45.905291999999996,Four-Door Car,Large
3017,0,Arizona,3920.511337,No,Premium,High School or Below,4/2/2011,Unemployed,F,0,Suburban,Married,108.0,2,55,0.0,1.0,Personal Auto,Personal L3,Offer3,Branch,525.392239,Two-Door Car,Large
3018,1,California,5493.698779,No,Basic,College,10/1/2011,Employed,F,44369,Urban,Married,68.0,13,22,0.0,8.0,Personal Auto,Personal L3,Offer4,Call Center,185.291566,Four-Door Car,Medsize
3019,2,California,8521.738901,No,Premium,High School or Below,2/21/11,Employed,M,37910,Suburban,Married,108.0,7,9,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,518.4,Four-Door Car,Medsize
3020,0,California,2414.072446,No,Basic,High School or Below,8/1/2011,Unemployed,M,0,Suburban,Single,71.0,25,30,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,511.2,Four-Door Car,Medsize
3021,2,Nevada,4282.9479710000005,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109.0,16,70,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize
3022,3,Oregon,5918.330563,No,Basic,College,4/2/2011,Employed,F,94846,Urban,Married,73.0,15,68,0.0,7.0,Corporate Auto,Corporate L2,Offer1,Agent,305.031114,Two-Door Car,Medsize
3023,3,California,7519.133631000001,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95.0,12,17,0.0,6.0,Personal Auto,Personal L3,Offer1,Agent,185.355353,Four-Door Car,Medsize
3024,1,Arizona,4472.334422,No,Basic,Doctor,1/26/11,Employed,F,53519,Urban,Married,111.0,7,37,0.0,1.0,Corporate Auto,Corporate L2,Offer4,Call Center,520.036279,SUV,Medsize
3025,1,Arizona,5531.6277310000005,No,Basic,Bachelor,1/21/11,Employed,M,50648,Suburban,Married,69.0,27,50,0.0,8.5,Personal Auto,Personal L3,Offer1,Call Center,331.2,Two-Door Car,Medsize
3026,1,Oregon,8435.176463,No,Basic,Bachelor,2/17/11,Employed,M,64692,Suburban,Married,70.0,17,80,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Agent,336.0,Two-Door Car,Small
3027,0,Arizona,10196.1106,No,Basic,High School or Below,7/1/2011,Unemployed,M,0,Suburban,Single,100.0,9,75,0.0,2.0,Corporate Auto,Corporate L3,Offer4,Web,720.0,SUV,Medsize
3028,0,Arizona,16414.039911750002,No,Basic,High School or Below,1/26/11,Unemployed,F,0,Suburban,Single,170.5,22,97,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Agent,1430.3361830000001,Luxury SUV,Medsize
3029,0,Oregon,3915.798108,No,Basic,Bachelor,1/24/11,Unemployed,M,0,Suburban,Single,109.0,2,86,0.0,1.0,Personal Auto,Personal L2,Offer1,Call Center,784.8,SUV,Large
3030,1,Oregon,6010.502178,No,Basic,Master,11/1/2011,Employed,M,49311,Suburban,Married,74.0,25,85,0.0,3.0,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,Large
3031,3,Arizona,2854.114491,No,Basic,High School or Below,1/22/11,Employed,M,71126,Urban,Married,71.0,11,72,0.0,1.0,Personal Auto,Personal L1,Offer4,Branch,324.73974599999997,Four-Door Car,Medsize
3032,3,California,5994.255419,No,Basic,Master,11/2/2011,Employed,F,74284,Urban,Married,74.0,27,5,0.0,3.0,Personal Auto,Personal L3,Offer3,Call Center,268.130863,Four-Door Car,Medsize
3033,2,Oregon,4477.45201,No,Basic,Bachelor,4/1/2011,Employed,F,41402,Suburban,Divorced,119.0,26,26,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,571.2,Sports Car,Medsize
3034,3,Nevada,5544.909083,No,Basic,High School or Below,5/2/2011,Employed,M,79619,Urban,Married,71.0,3,34,0.0,6.0,Personal Auto,Personal L3,Offer2,Web,280.89705,Four-Door Car,Large
3035,2,Nevada,3600.9343259999996,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101.0,7,54,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,694.598288,SUV,Medsize
3036,1,Oregon,9934.865795,No,Extended,High School or Below,2/27/11,Employed,F,56379,Suburban,Married,125.0,0,59,0.0,8.0,Corporate Auto,Corporate L2,Offer1,Agent,600.0,SUV,Medsize
3037,0,California,6874.84827,No,Extended,Bachelor,2/17/11,Unemployed,F,0,Suburban,Single,96.0,35,27,0.0,6.0,Personal Auto,Personal L2,Offer4,Agent,691.2,Four-Door Car,Medsize
3038,1,Arizona,2374.1474190000004,No,Basic,High School or Below,6/2/2011,Employed,M,48911,Suburban,Single,61.0,15,6,0.0,1.0,Personal Auto,Personal L2,Offer3,Call Center,292.8,Two-Door Car,Large
3039,2,Washington,9162.063169,No,Extended,College,2/23/11,Medical Leave,M,29723,Rural,Married,80.0,8,79,0.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,20.985104999999997,Four-Door Car,Medsize
3040,2,Arizona,7380.086414,No,Extended,Master,12/1/2011,Employed,F,21841,Suburban,Married,91.0,33,47,0.0,7.0,Corporate Auto,Corporate L3,Offer2,Call Center,436.8,Four-Door Car,Medsize
3041,2,Oregon,2655.996158,No,Basic,Bachelor,10/2/2011,Employed,M,31796,Suburban,Divorced,68.0,27,16,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,377.442796,Four-Door Car,Medsize
3042,0,Nevada,7591.109245999999,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Married,105.0,0,16,0.0,4.0,Corporate Auto,Corporate L3,Offer2,Agent,504.0,SUV,Small
3043,1,Nevada,5015.009472,Yes,Extended,Bachelor,3/2/2011,Employed,F,48567,Suburban,Single,130.0,12,15,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,624.0,SUV,Medsize
3044,1,Oregon,4603.975141,No,Basic,College,12/1/2011,Employed,M,66161,Urban,Single,118.0,19,86,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,457.59376399999996,SUV,Medsize
3045,3,Arizona,2551.226692,Yes,Basic,Master,1/19/11,Employed,M,79751,Suburban,Married,63.0,15,67,0.0,1.0,Personal Auto,Personal L3,Offer3,Web,392.235698,Two-Door Car,Small
3046,2,Arizona,5641.35916,No,Basic,Bachelor,1/2/2011,Employed,M,39469,Urban,Divorced,71.0,1,29,0.0,4.0,Personal Auto,Personal L3,Offer2,Call Center,315.560161,Two-Door Car,Large
3047,1,Arizona,5463.913828,No,Basic,Master,1/28/11,Employed,F,44305,Urban,Married,67.0,33,39,0.0,8.5,Personal Auto,Personal L1,Offer2,Call Center,214.77228399999998,Four-Door Car,Medsize
3048,0,Oregon,4866.647452,No,Basic,Bachelor,10/1/2011,Unemployed,F,0,Suburban,Single,68.0,4,17,0.0,8.5,Personal Auto,Personal L3,Offer1,Agent,444.030724,Four-Door Car,Medsize
3049,2,Oregon,2779.85389,No,Basic,Doctor,1/25/11,Employed,F,38893,Urban,Single,69.0,12,60,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,279.960213,Two-Door Car,Medsize
3050,2,California,4563.018085,No,Basic,College,10/2/2011,Employed,F,39187,Suburban,Divorced,118.0,32,43,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Agent,566.4,SUV,Small
3051,3,Arizona,14376.55039,No,Premium,College,2/26/11,Employed,M,70341,Rural,Married,170.5,11,43,0.0,3.0,Personal Auto,Personal L3,Offer4,Branch,253.51193500000002,SUV,Medsize
3052,0,Arizona,2279.747148,No,Basic,Bachelor,12/2/2011,Unemployed,F,0,Suburban,Single,64.0,9,95,0.0,1.0,Personal Auto,Personal L2,Offer1,Call Center,460.8,Four-Door Car,Medsize
3053,0,California,5380.316468999999,No,Basic,Bachelor,1/2/2011,Unemployed,M,0,Suburban,Married,73.0,11,95,0.0,3.0,Corporate Auto,Corporate L2,Offer2,Web,350.4,Four-Door Car,Medsize
3054,2,California,8708.279279999999,No,Basic,High School or Below,2/1/2011,Employed,F,30090,Urban,Married,73.0,10,3,0.0,2.0,Corporate Auto,Corporate L3,Offer2,Web,329.517492,Two-Door Car,Large
3055,1,California,16414.039911750002,No,Extended,Master,1/16/11,Employed,F,49673,Urban,Married,170.5,27,57,0.0,7.0,Personal Auto,Personal L3,Offer2,Web,1021.654003,Luxury SUV,Medsize
3056,0,Washington,2215.912948,No,Basic,College,4/1/2011,Unemployed,M,0,Suburban,Single,66.0,31,14,0.0,1.0,Personal Auto,Personal L2,Offer3,Branch,389.944994,Two-Door Car,Medsize
3057,0,California,7780.903354000001,No,Basic,High School or Below,1/28/11,Unemployed,F,0,Suburban,Married,70.0,29,93,0.0,2.0,Personal Auto,Personal L1,Offer3,Call Center,504.0,Four-Door Car,Small
3058,1,Arizona,2860.864563,No,Basic,High School or Below,7/2/2011,Employed,M,50332,Suburban,Married,72.0,2,11,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,345.6,Four-Door Car,Large
3059,3,California,5577.942343,No,Basic,Bachelor,2/18/11,Employed,M,70190,Rural,Single,71.0,20,22,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Agent,15.169017000000002,Two-Door Car,Medsize
3060,2,Arizona,7268.096004000001,No,Extended,Master,4/2/2011,Employed,F,38179,Urban,Married,90.0,12,91,0.0,3.0,Personal Auto,Personal L1,Offer1,Call Center,374.716271,Four-Door Car,Medsize
3061,0,Washington,4060.9561630000003,No,Premium,Bachelor,1/17/11,Unemployed,M,0,Suburban,Married,115.0,18,30,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,699.8234610000001,Four-Door Car,Medsize
3062,2,Washington,7813.411572,No,Basic,Bachelor,9/1/2011,Retired,F,25859,Suburban,Single,74.0,0,44,0.0,2.0,Special Auto,Special L2,Offer1,Agent,355.2,Four-Door Car,Small
3063,2,Washington,4762.156975,No,Basic,Master,9/2/2011,Employed,F,36529,Rural,Married,118.0,6,41,0.0,1.0,Personal Auto,Personal L1,Offer1,Agent,255.00511600000002,SUV,Medsize
3064,1,Arizona,14166.203440000001,No,Basic,Bachelor,2/14/11,Employed,M,67588,Suburban,Divorced,118.0,0,58,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,566.4,Sports Car,Medsize
3065,0,Nevada,4354.398727000001,No,Extended,High School or Below,6/1/2011,Unemployed,M,0,Suburban,Single,121.0,30,85,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,871.2,SUV,Medsize
3066,3,California,2880.348532,No,Basic,College,5/1/2011,Employed,F,81565,Urban,Married,71.0,19,54,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,190.642833,Four-Door Car,Medsize
3067,2,Arizona,16414.039911750002,No,Extended,Bachelor,2/19/11,Employed,M,35322,Rural,Married,170.5,4,33,0.0,5.0,Personal Auto,Personal L3,Offer1,Agent,76.826503,Luxury Car,Small
3068,1,California,5329.075482,No,Basic,Bachelor,2/21/11,Employed,F,43671,Urban,Married,67.0,6,67,0.0,3.0,Corporate Auto,Corporate L2,Offer3,Agent,190.649902,Four-Door Car,Medsize
3069,1,Arizona,4883.805481,No,Basic,Bachelor,2/17/11,Employed,F,58682,Urban,Married,61.0,24,34,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Branch,206.81028600000002,Four-Door Car,Medsize
3070,1,Oregon,4510.194071,No,Basic,College,2/25/11,Employed,M,44230,Suburban,Married,114.0,2,45,0.0,1.0,Personal Auto,Personal L3,Offer4,Web,738.2224940000001,Sports Car,Medsize
3071,2,Oregon,15304.517769999999,No,Basic,Bachelor,10/2/2011,Employed,M,40269,Suburban,Married,170.5,32,27,0.0,3.0,Personal Auto,Personal L1,Offer3,Agent,926.4,Luxury SUV,Small
3072,2,Nevada,5237.935672,No,Basic,College,1/25/11,Employed,F,31756,Rural,Married,66.0,34,44,0.0,8.0,Corporate Auto,Corporate L1,Offer1,Branch,160.855921,Four-Door Car,Medsize
3073,1,Nevada,15119.555390000001,No,Basic,Doctor,2/25/11,Employed,M,47725,Rural,Married,63.0,10,66,0.0,2.0,Personal Auto,Personal L1,Offer2,Call Center,142.205246,Two-Door Car,Medsize
3074,2,Arizona,5860.01804,No,Basic,Bachelor,1/26/11,Employed,F,38684,Suburban,Married,74.0,1,22,0.0,6.0,Personal Auto,Personal L3,Offer3,Branch,376.760016,Two-Door Car,Medsize
3075,2,California,16414.039911750002,No,Basic,High School or Below,1/28/11,Employed,F,36301,Suburban,Single,118.0,11,85,0.0,2.0,Corporate Auto,Corporate L3,Offer1,Branch,647.954067,SUV,Medsize
3076,0,Nevada,4655.392106,No,Basic,High School or Below,1/26/11,Unemployed,M,0,Suburban,Single,67.0,18,44,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,482.4,Four-Door Car,Medsize
3077,2,Oregon,5326.501981,No,Basic,College,8/2/2011,Employed,F,22268,Urban,Married,67.0,12,70,0.0,8.0,Personal Auto,Personal L1,Offer3,Call Center,294.80391299999997,Two-Door Car,Medsize
3078,1,Arizona,6513.6126380000005,No,Extended,College,1/22/11,Employed,F,50037,Urban,Married,81.0,24,91,0.0,6.0,Special Auto,Special L2,Offer1,Call Center,303.384527,Four-Door Car,Medsize
3079,0,Washington,3491.741616,No,Premium,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,104.0,30,88,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Agent,748.8,Four-Door Car,Medsize
3080,3,California,7870.360084,No,Extended,Master,4/2/2011,Employed,M,75740,Rural,Married,98.0,8,42,0.0,3.0,Personal Auto,Personal L1,Offer3,Web,46.702524,Four-Door Car,Medsize
3081,2,Arizona,4274.618943,No,Basic,College,1/2/2011,Employed,M,39621,Rural,Married,109.0,4,23,0.0,1.0,Corporate Auto,Corporate L3,Offer4,Agent,25.292113,SUV,Medsize
3082,3,Oregon,7189.106255,No,Extended,Bachelor,1/29/11,Employed,F,75838,Urban,Single,90.0,6,64,0.0,6.0,Corporate Auto,Corporate L2,Offer2,Agent,428.907968,Two-Door Car,Small
3083,0,Oregon,11315.20373,Yes,Premium,Bachelor,2/16/11,Disabled,F,11885,Suburban,Divorced,101.0,18,39,0.0,2.0,Special Auto,Special L2,Offer1,Agent,484.8,Four-Door Car,Medsize
3084,2,California,2480.5292640000002,No,Basic,High School or Below,1/28/11,Employed,F,29444,Suburban,Married,63.0,5,84,0.0,1.0,Personal Auto,Personal L3,Offer3,Call Center,302.4,Two-Door Car,Medsize
3085,1,Oregon,7344.836276999999,No,Premium,High School or Below,1/2/2011,Employed,F,64371,Suburban,Married,170.5,4,50,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,868.8,SUV,Small
3086,2,Oregon,6974.922464,No,Extended,High School or Below,2/1/2011,Disabled,M,26514,Suburban,Married,91.0,16,58,0.0,3.0,Personal Auto,Personal L3,Offer2,Agent,655.2,Four-Door Car,Small
3087,3,Washington,16414.039911750002,Yes,Basic,High School or Below,1/1/2011,Employed,F,92766,Suburban,Married,71.0,17,15,0.0,2.0,Personal Auto,Personal L2,Offer2,Agent,379.029102,Two-Door Car,Large
3088,2,California,5623.6111869999995,No,Basic,College,2/19/11,Employed,F,31504,Suburban,Married,71.0,8,27,0.0,3.0,Special Auto,Special L1,Offer4,Branch,340.8,Four-Door Car,Small
3089,3,Oregon,2828.095211,No,Basic,High School or Below,1/19/11,Employed,F,98680,Suburban,Single,72.0,27,38,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,345.6,Four-Door Car,Medsize
3090,0,Washington,7294.492993000001,No,Basic,College,2/24/11,Unemployed,F,0,Suburban,Single,113.0,12,66,0.0,7.0,Personal Auto,Personal L3,Offer1,Call Center,733.737214,Sports Car,Medsize
3091,3,California,5583.575264,No,Extended,College,2/17/11,Employed,M,76927,Rural,Married,138.0,2,46,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,114.74354699999999,SUV,Medsize
3092,3,Nevada,16414.039911750002,No,Basic,Bachelor,5/1/2011,Employed,F,78804,Suburban,Married,71.0,35,93,0.0,2.0,Personal Auto,Personal L3,Offer3,Agent,389.636991,Four-Door Car,Medsize
3093,3,Arizona,5639.941974,Yes,Basic,High School or Below,10/1/2011,Employed,M,73168,Suburban,Married,70.0,21,50,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Agent,425.800112,Four-Door Car,Medsize
3094,1,California,4576.759564,No,Premium,Master,8/1/2011,Employed,F,48569,Urban,Married,114.0,0,14,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,434.7579,Four-Door Car,Medsize
3095,3,Washington,2875.43239,No,Basic,Bachelor,2/2/2011,Employed,M,84768,Rural,Married,72.0,6,31,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,110.48466100000002,Two-Door Car,Medsize
3096,0,California,3031.399321,No,Extended,High School or Below,9/2/2011,Unemployed,F,0,Suburban,Single,86.0,7,31,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Branch,619.2,Two-Door Car,Medsize
3097,1,Arizona,5979.724161,Yes,Extended,High School or Below,7/2/2011,Employed,F,57693,Suburban,Divorced,76.0,16,56,0.0,3.0,Corporate Auto,Corporate L3,Offer2,Agent,547.2,Four-Door Car,Medsize
3098,0,California,2242.244448,No,Basic,College,1/21/11,Unemployed,M,0,Rural,Divorced,65.0,18,48,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,85.612463,Four-Door Car,Medsize
3099,1,California,16414.039911750002,No,Basic,High School or Below,7/1/2011,Employed,M,46593,Rural,Married,70.0,3,81,0.0,2.0,Corporate Auto,Corporate L1,Offer2,Agent,129.151543,Two-Door Car,Medsize
3100,0,Arizona,15814.74557,No,Premium,College,2/27/11,Unemployed,M,0,Suburban,Single,146.0,7,50,0.0,2.0,Personal Auto,Personal L2,Offer2,Web,1055.43784,SUV,Medsize
3101,1,Washington,4879.384813000001,No,Basic,Master,1/14/11,Employed,F,67163,Rural,Married,61.0,17,41,0.0,5.0,Personal Auto,Personal L1,Offer1,Call Center,33.192803000000005,Two-Door Car,Small
3102,3,Oregon,5494.87251,No,Basic,Master,7/2/2011,Employed,M,89205,Rural,Married,68.0,28,86,0.0,6.0,Personal Auto,Personal L2,Offer2,Agent,165.523154,Two-Door Car,Medsize
3103,0,Oregon,5060.303189,No,Extended,Doctor,1/21/11,Unemployed,M,0,Urban,Married,138.0,23,76,0.0,1.0,Personal Auto,Personal L1,Offer2,Call Center,570.7774410000001,Sports Car,Medsize
3104,1,California,11269.23099,No,Extended,Bachelor,7/1/2011,Employed,F,65448,Suburban,Married,94.0,28,66,0.0,2.0,Special Auto,Special L2,Offer3,Agent,451.2,Four-Door Car,Medsize
3105,3,California,10552.87837,No,Extended,High School or Below,3/1/2011,Employed,M,77627,Rural,Married,88.0,14,38,0.0,2.0,Corporate Auto,Corporate L2,Offer4,Web,205.16917800000002,Two-Door Car,Medsize
3106,2,Oregon,7517.378484000001,No,Extended,Bachelor,1/31/11,Employed,F,37695,Suburban,Single,96.0,17,3,0.0,3.0,Personal Auto,Personal L2,Offer1,Branch,460.8,Two-Door Car,Small
3107,3,California,6298.177143,No,Extended,College,3/2/2011,Employed,F,89411,Rural,Married,78.0,14,99,0.0,4.0,Personal Auto,Personal L1,Offer2,Web,116.23732199999999,Four-Door Car,Medsize
3108,0,Nevada,7821.945981999999,No,Basic,College,1/30/11,Unemployed,M,0,Suburban,Single,114.0,27,39,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Agent,914.3155300000001,SUV,Small
3109,0,Oregon,16414.039911750002,No,Basic,Master,6/2/2011,Retired,F,10337,Suburban,Married,67.0,16,56,0.0,2.0,Personal Auto,Personal L3,Offer2,Branch,321.6,Four-Door Car,Small
3110,0,Washington,4386.277558,Yes,Basic,College,11/2/2011,Retired,M,10621,Suburban,Single,67.0,28,22,0.0,5.0,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize
3111,2,California,3499.9884079999997,No,Extended,High School or Below,1/23/11,Disabled,M,16711,Suburban,Married,91.0,29,50,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,580.6222190000001,Four-Door Car,Medsize
3112,0,Oregon,7528.092744,No,Basic,College,2/14/11,Unemployed,F,0,Suburban,Single,106.0,0,44,0.0,7.0,Personal Auto,Personal L2,Offer2,Agent,508.8,SUV,Medsize
3113,1,California,2732.613084,No,Basic,College,8/2/2011,Employed,M,42968,Suburban,Married,69.0,15,85,0.0,1.0,Personal Auto,Personal L1,Offer3,Agent,331.2,Four-Door Car,Medsize
3114,2,California,13736.1325,Yes,Premium,Master,2/13/11,Disabled,F,16181,Suburban,Divorced,170.5,22,79,0.0,8.0,Personal Auto,Personal L2,Offer1,Web,1261.319869,SUV,Medsize
3115,3,Arizona,7060.212867,No,Extended,High School or Below,1/27/11,Employed,M,85412,Rural,Divorced,88.0,33,92,0.0,3.0,Personal Auto,Personal L1,Offer1,Call Center,134.68455500000002,Four-Door Car,Medsize
3116,3,California,3732.3059450000005,No,Extended,High School or Below,2/26/11,Employed,F,75774,Suburban,Married,92.0,30,55,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Web,441.6,Four-Door Car,Medsize
3117,2,Nevada,4064.1823170000002,No,Basic,Master,1/31/11,Employed,F,26599,Rural,Married,101.0,24,83,0.0,1.0,Personal Auto,Personal L2,Offer1,Web,254.380731,SUV,Medsize
3118,2,Arizona,5754.746414,No,Basic,Bachelor,3/1/2011,Employed,M,34847,Suburban,Married,73.0,26,24,0.0,7.0,Personal Auto,Personal L3,Offer2,Agent,525.6,Four-Door Car,Small
3119,0,California,8460.80939,No,Basic,High School or Below,2/1/2011,Unemployed,F,0,Suburban,Single,115.0,13,43,0.0,4.0,Personal Auto,Personal L3,Offer1,Agent,552.0,SUV,Large
3120,3,Oregon,5638.150224,No,Basic,Bachelor,2/21/11,Employed,M,85896,Rural,Married,70.0,28,27,0.0,3.0,Personal Auto,Personal L3,Offer2,Call Center,48.629646,Four-Door Car,Medsize
3121,0,Oregon,7163.540342,No,Basic,Doctor,1/1/2011,Unemployed,F,0,Suburban,Single,66.0,8,11,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,316.8,Two-Door Car,Small
3122,1,California,2803.796963,No,Basic,College,2/18/11,Employed,F,43775,Urban,Married,70.0,3,42,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,310.744656,Four-Door Car,Medsize
3123,0,Nevada,16414.039911750002,No,Basic,High School or Below,3/2/2011,Unemployed,F,0,Suburban,Single,67.0,11,6,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,482.4,Four-Door Car,Medsize
3124,2,Oregon,3130.67843,No,Extended,High School or Below,7/1/2011,Employed,F,42056,Urban,Married,78.0,21,2,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,221.951098,Four-Door Car,Large
3125,0,Oregon,3741.570763,No,Basic,High School or Below,1/23/11,Disabled,F,13093,Suburban,Divorced,100.0,30,73,0.0,1.0,Personal Auto,Personal L2,Offer1,Agent,514.507039,SUV,Medsize
3126,3,California,3439.089657,No,Extended,College,2/23/11,Employed,F,98278,Urban,Married,85.0,26,60,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,367.577872,Four-Door Car,Medsize
3127,1,Washington,7284.445594,No,Extended,College,3/1/2011,Employed,F,44605,Suburban,Married,91.0,3,45,0.0,7.0,Personal Auto,Personal L3,Offer1,Branch,436.8,Four-Door Car,Medsize
